INCIDENT_ID,ORI,INCIDENT_DATE_STR,INCIDENT_TIME_STR,CITY,COUNTY,STATE,ZIP_CODE,MULTIPLE_LOCATIONS,ON_K12_CAMPUS,ARREST_MADE,CRIME_REPORT_FILED,CONTACT_REASON,IN_CUSTODY_REASON,NUM_INVOLVED_CIVILIANS,NUM_INVOLVED_OFFICERS,NUM_INVOLVED_AGENCIES
URSUS-15-0000-2018-a5f,CA0150000,3/31/2018,21:13,SHAFTER,KERN,CA,93263,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,2
URSUS-15-0100-2018-35e,CA0150100,8/18/2018,4:09,ARVIN,KERN,CA,93203,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,1
URSUS-15-0100-2018-4bc,CA0150100,12/5/2018,1:10,ARVIN,KERN,CA,93203,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,3,1
URSUS-15-0100-2018-7ea,CA0150100,10/8/2018,16:57,ARVIN,KERN,CA,93203,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-15-013G-2018-09d,CA015013G,7/2/2018,7:45,BAKERSFIELD,KERN,CA,93305,FALSE,FALSE,TRUE,TRUE,in_custody_event,sentenced,1,1,1
URSUS-15-013G-2018-ca7,CA015013G,4/26/2018,17:20,BAKERSFIELD,KERN,CA,93305,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_awaiting_trial,1,1,1
URSUS-15-013G-2018-dd4,CA015013G,12/22/2018,17:55,BAKERSFIELD,KERN,CA,93305,FALSE,FALSE,FALSE,TRUE,in_custody_event,booked_awaiting_trial,1,1,1
URSUS-15-0200-2018-111,CA0150200,2/8/2018,5:25,BAKERSFIELD,KERN,CA,93304,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-15-0200-2018-135,CA0150200,8/19/2018,23:26,BAKERSFIELD,KERN,CA,93309,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-15-0200-2018-239,CA0150200,6/29/2018,0:31,BAKERSFIELD,KERN,CA,93305,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-15-0200-2018-2d2,CA0150200,8/23/2018,16:33,SHAFTER,KERN,CA,93263,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-15-0200-2018-2ee,CA0150200,6/5/2018,19:52,BAKERSFIELD,KERN,CA,93307,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,1
URSUS-15-0200-2018-3f6,CA0150200,2/16/2018,2:21,BAKERSFIELD,KERN,CA,93304,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-15-0200-2018-3ff,CA0150200,10/17/2018,22:35,BAKERSFIELD,KERN,CA,93307,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-15-0200-2018-4e4,CA0150200,4/26/2018,0:48,BAKERSFIELD,KERN,CA,93309,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-15-0200-2018-502,CA0150200,6/15/2018,4:11,BAKERSFIELD,KERN,CA,93307,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-15-0200-2018-59a,CA0150200,6/25/2018,18:49,BAKERSFIELD,KERN,CA,93306,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-15-0200-2018-74c,CA0150200,4/29/2018,21:30,BAKERSFIELD,KERN,CA,93307,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,10,1
URSUS-15-0200-2018-82e,CA0150200,5/27/2018,7:15,BAKERSFIELD,KERN,CA,93304,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-15-0200-2018-a0c,CA0150200,4/27/2018,2:53,BAKERSFIELD,KERN,CA,93304,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,3,1
URSUS-15-0200-2018-aee,CA0150200,4/27/2018,0:34,BAKERSFIELD,KERN,CA,93309,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,5,1
URSUS-15-0200-2018-b10,CA0150200,5/17/2018,21:18,BAKERSFIELD,KERN,CA,93304,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-16-0000-2018-e2c,CA0160000,12/15/2018,23:10,HANFORD,KINGS,CA,93230,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,1
URSUS-16-0200-2018-61e,CA0160200,9/26/2018,14:26,HANFORD,KINGS,CA,93230,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-17-0000-2018-715,CA0170000,2/5/2018,12:11,NICE,LAKE,CA,95464,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-17-0000-2018-a79,CA0170000,8/11/2018,18:14,LAKEPORT,LAKE,CA,95453,FALSE,FALSE,FALSE,FALSE,in_custody_event,awaiting_booking,1,3,1
URSUS-17-0000-2018-cb3,CA0170000,9/5/2018,13:40,LAKEPORT,LAKE,CA,95453,FALSE,FALSE,FALSE,FALSE,in_custody_event,booked_awaiting_trial,1,4,1
URSUS-19-0000-2018-04f,CA0190000,11/1/2018,3:22,CITY OF INDUSTRY,LOS ANGELES,CA,90601,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,1
URSUS-19-0000-2018-0b7,CA0190000,10/7/2018,6:50,COMPTON,LOS ANGELES,CA,90221,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0000-2018-0c5,CA0190000,3/6/2018,3:36,LAKE ELSINORE,RIVERSIDE,CA,92530,FALSE,FALSE,TRUE,TRUE,consensual,,3,1,1
URSUS-19-0000-2018-0de,CA0190000,1/27/2018,15:15,DUARTE,LOS ANGELES,CA,91010,FALSE,FALSE,FALSE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-0000-2018-11f,CA0190000,4/6/2018,11:29,TEMPLE CITY,LOS ANGELES,CA,91780,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-1a5,CA0190000,8/17/2018,23:15,COMPTON,LOS ANGELES,CA,90221,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0000-2018-23a,CA0190000,10/24/2018,19:15,COMPTON,LOS ANGELES,CA,90222,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,3,1
URSUS-19-0000-2018-24f,CA0190000,2/4/2018,20:17,LOS ANGELES,LOS ANGELES,CA,90044,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-2d0,CA0190000,3/11/2018,23:00,LOS ANGELES,LOS ANGELES,CA,90063,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-3e9,CA0190000,3/31/2018,22:51,HACIENDA HEIGHTS,LOS ANGELES,CA,91745,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-19-0000-2018-439,CA0190000,1/14/2018,10:19,LOS ANGELES,LOS ANGELES,CA,90023,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-4c4,CA0190000,2/3/2018,16:45,PALMDALE,LOS ANGELES,CA,93591,FALSE,FALSE,FALSE,TRUE,pre_planned,,1,4,1
URSUS-19-0000-2018-4da,CA0190000,6/28/2018,8:41,SOUTH EL MONTE,LOS ANGELES,CA,91733,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-594,CA0190000,2/27/2018,12:00,LOS ANGELES,LOS ANGELES,CA,90061,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-595,CA0190000,12/17/2018,3:00,RANCHO PALOS VERDES,LOS ANGELES,CA,90275,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-0000-2018-5a0,CA0190000,7/4/2018,14:44,LA PUENTE,LOS ANGELES,CA,91744,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,5,1
URSUS-19-0000-2018-697,CA0190000,10/27/2018,3:30,INGLEWOOD,LOS ANGELES,CA,90304,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0000-2018-6f1,CA0190000,9/24/2018,9:24,COMPTON,LOS ANGELES,CA,90220,FALSE,FALSE,TRUE,TRUE,call_for_service,,2,2,1
URSUS-19-0000-2018-716,CA0190000,8/10/2018,13:00,LAKEWOOD,LOS ANGELES,CA,90712,FALSE,FALSE,TRUE,TRUE,in_custody_event,awaiting_booking,1,2,1
URSUS-19-0000-2018-737,CA0190000,9/19/2018,18:17,LOS ANGELES,LOS ANGELES,CA,90023,FALSE,FALSE,TRUE,TRUE,call_for_service,,3,4,1
URSUS-19-0000-2018-77c,CA0190000,11/25/2018,16:03,LANCASTER,LOS ANGELES,CA,93536,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-816,CA0190000,7/18/2018,18:36,LOS ANGELES,LOS ANGELES,CA,90012,FALSE,FALSE,FALSE,TRUE,in_custody_event,booked_no_charge,1,4,1
URSUS-19-0000-2018-837,CA0190000,9/24/2018,23:26,LOS ANGELES,LOS ANGELES,CA,90063,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-0000-2018-92d,CA0190000,7/19/2018,1:37,PICO RIVERA,LOS ANGELES,CA,90660,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,3,1
URSUS-19-0000-2018-982,CA0190000,3/9/2018,23:30,LA PUENTE,LOS ANGELES,CA,91744,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-0000-2018-997,CA0190000,10/22/2018,9:02,CASTAIC,LOS ANGELES,CA,91384,FALSE,FALSE,FALSE,TRUE,in_custody_event,booked_awaiting_trial,1,2,1
URSUS-19-0000-2018-a7d,CA0190000,8/12/2018,2:05,LOS ANGELES,LOS ANGELES,CA,90022,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,1
URSUS-19-0000-2018-ab5,CA0190000,5/8/2018,23:31,EL MONTE,LOS ANGELES,CA,91733,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0000-2018-b0d,CA0190000,2/5/2018,0:07,ARTESIA,LOS ANGELES,CA,90701,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0000-2018-b37,CA0190000,3/21/2018,3:25,POMONA,LOS ANGELES,CA,91767,FALSE,FALSE,FALSE,TRUE,in_progress,,1,1,1
URSUS-19-0000-2018-b4c,CA0190000,9/12/2018,17:57,PICO RIVERA,LOS ANGELES,CA,90660,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-bb6,CA0190000,11/30/2018,14:40,COMPTON,LOS ANGELES,CA,90220,FALSE,FALSE,FALSE,TRUE,in_custody_event,out_of_court,1,5,1
URSUS-19-0000-2018-bbc,CA0190000,1/18/2018,12:20,EL MONTE,LOS ANGELES,CA,91733,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0000-2018-c6d,CA0190000,2/18/2018,23:20,LANCASTER,LOS ANGELES,CA,93535,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-0000-2018-c87,CA0190000,1/18/2018,19:35,NORWALK,LOS ANGELES,CA,90650,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-0000-2018-cd3,CA0190000,4/25/2018,21:55,LA PUENTE,LOS ANGELES,CA,91744,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-d37,CA0190000,8/17/2018,1:13,LENNOX,LOS ANGELES,CA,90304,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-0000-2018-d4d,CA0190000,3/18/2018,9:00,SOUTH EL MONTE,LOS ANGELES,CA,91733,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-19-0000-2018-d8e,CA0190000,2/6/2018,22:00,EAST LOS ANGELES,LOS ANGELES,CA,90022,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,1
URSUS-19-0000-2018-dbb,CA0190000,6/14/2018,14:35,LOS ANGELES,LOS ANGELES,CA,90044,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-0000-2018-f67,CA0190000,1/16/2018,16:54,LONG BEACH,LOS ANGELES,CA,90813,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-0000-2018-f72,CA0190000,3/8/2018,17:33,LOS ANGELES,LOS ANGELES,CA,90023,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-0000-2018-fb0,CA0190000,4/4/2018,19:23,EAST LOS ANGELES,LOS ANGELES,CA,90022,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,1
URSUS-19-0000-2018-fc4,CA0190000,10/21/2018,19:03,HACIENDA HEIGHTS,LOS ANGELES,CA,91745,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-0500-2018-007,CA0190500,9/4/2018,21:42,AZUSA,LOS ANGELES,CA,91702,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-19-0500-2018-4cb,CA0190500,12/21/2018,0:42,AZUSA,LOS ANGELES,CA,91702,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,2,1
URSUS-19-0500-2018-631,CA0190500,10/24/2018,12:40,AZUSA,LOS ANGELES,CA,91702,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0500-2018-ca0,CA0190500,9/4/2018,21:43,AZUSA,LOS ANGELES,CA,91702,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-19-0500-2018-d13,CA0190500,7/24/2018,20:27,AZUSA,LOS ANGELES,CA,91702,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-0500-2018-dc6,CA0190500,12/21/2018,11:34,AZUSA,LOS ANGELES,CA,91702,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-19-0600-2018-8a7,CA0190600,12/21/2018,15:57,BALDWIN PARK,LOS ANGELES,CA,91706,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-0900-2018-68c,CA0190900,11/21/2018,22:19,BELL GARDENS,LOS ANGELES,CA,90201,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-19-1800-2018-a60,CA0191800,8/18/2018,13:45,CULVER CITY,LOS ANGELES,CA,90232,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,2,1
URSUS-19-2400-2018-1c9,CA0192400,11/8/2018,12:46,GARDENA,LOS ANGELES,CA,90247,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-2400-2018-352,CA0192400,4/18/2018,11:57,GARDENA,LOS ANGELES,CA,90247,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
URSUS-19-2400-2018-406,CA0192400,4/11/2018,14:24,GARDENA,LOS ANGELES,CA,90249,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-2500-2018-c60,CA0192500,8/21/2018,17:10,PASADENA,LOS ANGELES,CA,91124,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,1
URSUS-19-3300-2018-3fa,CA0193300,6/22/2018,22:59,INGLEWOOD,LOS ANGELES,CA,90301,FALSE,FALSE,TRUE,TRUE,ambush,,1,2,1
URSUS-19-4100-2018-05d,CA0194100,3/7/2018,18:00,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,1
URSUS-19-4100-2018-0a2,CA0194100,12/2/2018,7:57,LONG BEACH,LOS ANGELES,CA,90810,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,4,1
URSUS-19-4100-2018-1ad,CA0194100,1/21/2018,20:00,LONG BEACH,LOS ANGELES,CA,90806,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-4100-2018-1ce,CA0194100,10/28/2018,14:07,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-4100-2018-1e3,CA0194100,11/11/2018,15:06,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,FALSE,TRUE,in_custody_event,other,1,4,1
URSUS-19-4100-2018-314,CA0194100,9/19/2018,20:21,LONG BEACH,LOS ANGELES,CA,90810,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-4100-2018-370,CA0194100,1/8/2018,10:33,LONG BEACH,LOS ANGELES,CA,90806,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,5,1
URSUS-19-4100-2018-44d,CA0194100,2/3/2018,20:06,LONG BEACH,LOS ANGELES,CA,90803,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-4100-2018-621,CA0194100,8/24/2018,23:52,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-4100-2018-685,CA0194100,5/6/2018,15:59,LONG BEACH,LOS ANGELES,CA,90805,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-4100-2018-723,CA0194100,10/31/2018,20:54,LONG BEACH,LOS ANGELES,CA,90805,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,5,1
URSUS-19-4100-2018-8b0,CA0194100,3/13/2018,21:40,LONG BEACH,LOS ANGELES,CA,90806,FALSE,FALSE,FALSE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-4100-2018-8fe,CA0194100,6/7/2018,20:24,LONG BEACH,LOS ANGELES,CA,90803,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-19-4100-2018-ab6,CA0194100,1/20/2018,17:57,LONG BEACH,LOS ANGELES,CA,90810,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,1
URSUS-19-4100-2018-b50,CA0194100,1/18/2018,8:59,LONG BEACH,LOS ANGELES,CA,90807,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,5,1
URSUS-19-4100-2018-bbb,CA0194100,11/26/2018,2:06,LONG BEACH,LOS ANGELES,CA,90813,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,1
URSUS-19-4100-2018-fd1,CA0194100,1/5/2018,0:58,LONG BEACH,LOS ANGELES,CA,90815,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,1
URSUS-19-4200-2018-012,CA0194200,4/8/2018,8:30,LOS ANGELES,LOS ANGELES,CA,90036,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-19-4200-2018-058,CA0194200,7/12/2018,14:28,LOS ANGELES,LOS ANGELES,CA,90014,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-19-4200-2018-083,CA0194200,4/10/2018,18:26,LOS ANGELES,LOS ANGELES,CA,90008,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,2,1
URSUS-19-4200-2018-0e3,CA0194200,12/22/2018,21:20,LOS ANGELES,LOS ANGELES,CA,91316,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,1
URSUS-19-4200-2018-0f6,CA0194200,6/26/2018,16:40,LOS ANGELES,LOS ANGELES,CA,90002,FALSE,FALSE,TRUE,FALSE,in_progress,,1,2,1
URSUS-19-4200-2018-1b5,CA0194200,7/24/2018,16:22,LOS ANGELES,LOS ANGELES,CA,90014,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,10,1
URSUS-19-4200-2018-1bd,CA0194200,1/11/2018,11:25,LOS ANGELES,LOS ANGELES,CA,90062,FALSE,FALSE,TRUE,TRUE,in_progress,,1,3,1
URSUS-19-4200-2018-1d5,CA0194200,7/12/2018,4:50,LOS ANGELES,LOS ANGELES,CA,90065,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,1
URSUS-19-4200-2018-24a,CA0194200,12/31/2018,4:41,LOS ANGELES,LOS ANGELES,CA,91405,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-19-4200-2018-27f,CA0194200,11/4/2018,10:08,LOS ANGELES,LOS ANGELES,CA,90026,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,9,1
URSUS-19-4200-2018-2d3,CA0194200,2/6/2018,0:01,LOS ANGELES,LOS ANGELES,CA,90044,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,8,1
URSUS-19-4200-2018-2de,CA0194200,4/3/2018,23:56,LOS ANGELES,LOS ANGELES,CA,90015,FALSE,FALSE,TRUE,FALSE,call_for_service,,1,5,1
URSUS-19-4200-2018-304,CA0194200,6/10/2018,0:05,LOS ANGELES,LOS ANGELES,CA,90031,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,6,1
URSUS-19-4200-2018-319,CA0194200,2/22/2018,10:46,LOS ANGELES,LOS ANGELES,CA,90021,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-4200-2018-342,CA0194200,7/29/2018,0:15,LOS ANGELES,LOS ANGELES,CA,90043,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-19-4200-2018-403,CA0194200,7/27/2018,20:14,LOS ANGELES,LOS ANGELES,CA,91343,FALSE,FALSE,FALSE,TRUE,in_progress,,1,2,1
URSUS-19-4200-2018-40c,CA0194200,6/24/2018,20:41,LOS ANGELES,LOS ANGELES,CA,90008,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-19-4200-2018-439,CA0194200,5/2/2018,19:25,VAN NUYS,LOS ANGELES,CA,91405,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-19-4200-2018-444,CA0194200,10/11/2018,16:53,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,FALSE,FALSE,in_progress,,1,2,1
URSUS-19-4200-2018-483,CA0194200,6/16/2018,13:10,LOS ANGELES,LOS ANGELES,CA,91401,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,3,1
URSUS-19-4200-2018-4b4,CA0194200,11/11/2018,23:20,LOS ANGELES,LOS ANGELES,CA,90012,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-19-4200-2018-4d5,CA0194200,10/27/2018,21:20,LOS ANGELES,LOS ANGELES,CA,91342,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,7,1
URSUS-19-4200-2018-4e4,CA0194200,4/13/2018,19:00,LOS ANGELES,LOS ANGELES,CA,90012,FALSE,FALSE,TRUE,FALSE,in_progress,,1,2,1
URSUS-19-4200-2018-4f7,CA0194200,1/29/2018,17:25,LOS ANGELES,LOS ANGELES,CA,90042,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,6,1
URSUS-19-4200-2018-52f,CA0194200,5/30/2018,0:59,LOS ANGELES,LOS ANGELES,CA,91331,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,7,1
URSUS-19-4200-2018-556,CA0194200,7/6/2018,18:57,LOS ANGELES,LOS ANGELES,CA,91423,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-19-4200-2018-56e,CA0194200,2/2/2018,15:30,LOS ANGELES,LOS ANGELES,CA,90744,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,1
URSUS-19-4200-2018-57c,CA0194200,1/8/2018,18:03,LOS ANGELES,LOS ANGELES,CA,90003,FALSE,FALSE,FALSE,TRUE,in_progress,,1,2,1
URSUS-19-4200-2018-580,CA0194200,11/11/2018,22:25,TORRANCE,LOS ANGELES,CA,90501,FALSE,FALSE,TRUE,TRUE,in_progress,,2,2,1
URSUS-19-4200-2018-593,CA0194200,1/26/2018,2:20,LOS ANGELES,LOS ANGELES,CA,91605,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-19-4200-2018-5a8,CA0194200,1/24/2018,20:45,LOS ANGELES,LOS ANGELES,CA,90008,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-4200-2018-5bc,CA0194200,6/20/2018,22:40,LOS ANGELES,LOS ANGELES,CA,91326,FALSE,FALSE,TRUE,FALSE,call_for_service,,1,4,1
URSUS-19-4200-2018-5d4,CA0194200,8/25/2018,19:55,LOS ANGELES,LOS ANGELES,CA,90032,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,1
URSUS-19-4200-2018-5fb,CA0194200,10/7/2018,10:50,LOS ANGELES,LOS ANGELES,CA,91405,FALSE,FALSE,TRUE,FALSE,in_progress,,3,2,1
URSUS-19-4200-2018-60a,CA0194200,6/21/2018,8:52,LOS ANGELES,LOS ANGELES,CA,90019,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,5,1
URSUS-19-4200-2018-65d,CA0194200,5/1/2018,14:50,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-19-4200-2018-6bd,CA0194200,5/20/2018,19:16,LOS ANGELES,LOS ANGELES,CA,90012,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,1
URSUS-19-4200-2018-6ca,CA0194200,11/18/2018,5:50,LOS ANGELES,LOS ANGELES,CA,90001,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,1
URSUS-19-4200-2018-7c0,CA0194200,1/23/2018,18:23,VAN NUYS,LOS ANGELES,CA,91406,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,3,1
URSUS-19-4200-2018-7f4,CA0194200,5/12/2018,19:11,LOS ANGELES,LOS ANGELES,CA,90062,FALSE,FALSE,TRUE,FALSE,in_progress,,1,2,1
URSUS-19-4200-2018-829,CA0194200,2/12/2018,10:55,LOS ANGELES,LOS ANGELES,CA,91335,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,1
URSUS-19-4200-2018-864,CA0194200,2/23/2018,21:35,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,TRUE,TRUE,in_progress,,1,4,1
URSUS-19-4200-2018-89b,CA0194200,11/25/2018,21:20,LOS ANGELES,LOS ANGELES,CA,90003,FALSE,FALSE,TRUE,FALSE,in_progress,,2,1,1
URSUS-19-4200-2018-8ce,CA0194200,5/6/2018,13:25,LOS ANGELES,LOS ANGELES,CA,90011,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,11,1
URSUS-19-4200-2018-966,CA0194200,3/19/2018,18:52,LOS ANGELES,LOS ANGELES,CA,90012,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,1
URSUS-19-4200-2018-972,CA0194200,10/29/2018,8:08,LOS ANGELES,LOS ANGELES,CA,90046,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,1,1
URSUS-19-4200-2018-99d,CA0194200,5/18/2018,15:20,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,7,1
URSUS-19-4200-2018-9ae,CA0194200,8/7/2018,11:00,LOS ANGELES,LOS ANGELES,CA,90011,FALSE,FALSE,FALSE,FALSE,pre_planned,,1,2,1
URSUS-19-4200-2018-9da,CA0194200,3/28/2018,15:05,TORRANCE,LOS ANGELES,CA,90501,FALSE,FALSE,TRUE,TRUE,call_for_service,,2,2,1
URSUS-19-4200-2018-a0d,CA0194200,12/9/2018,16:39,LOS ANGELES,LOS ANGELES,CA,90026,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,1
