INCIDENT_ID,ORI,INCIDENT_DATE_STR,INCIDENT_TIME_STR,CITY,COUNTY,STATE,ZIP_CODE,MULTIPLE_LOCATIONS,ON_K12_CAMPUS,ARREST_MADE,CRIME_REPORT_FILED,CONTACT_REASON,IN_CUSTODY_REASON,NUM_INVOLVED_CIVILIANS,NUM_INVOLVED_OFFICERS,PRIMARY_AGENCY_INDICATOR
URSUS-19-4100-2017-11a,CA0194100,8/15/2017,15:24,LONG BEACH,LOS ANGELES,CA,90807,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4100-2017-14f,CA0194100,2/17/2017,4:44,CERRITOS,LOS ANGELES,CA,90703,FALSE,FALSE,FALSE,TRUE,pre_planned,,1,4,*
URSUS-19-4100-2017-3bf,CA0194100,7/21/2017,13:57,LONG BEACH,LOS ANGELES,CA,90650,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4100-2017-7ac,CA0194100,1/15/2017,2:01,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,TRUE,TRUE,in_progress,,1,7,*
URSUS-19-4100-2017-93d,CA0194100,7/22/2017,20:23,LONG BEACH,LOS ANGELES,CA,90810,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4100-2017-985,CA0194100,12/29/2017,16:50,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,*
URSUS-19-4100-2017-ac2,CA0194100,5/7/2017,1:31,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,FALSE,TRUE,in_progress,,1,2,*
URSUS-19-4100-2017-b23,CA0194100,8/16/2017,10:35,LONG BEACH,LOS ANGELES,CA,90813,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,*
URSUS-19-4100-2017-b54,CA0194100,11/19/2017,12:56,LONG BEACH,LOS ANGELES,CA,90802,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,*
URSUS-19-4100-2017-bc7,CA0194100,8/6/2017,23:38,LONG BEACH,LOS ANGELES,CA,90813,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4100-2017-c21,CA0194100,9/7/2017,13:53,LONG BEACH,LOS ANGELES,CA,90805,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,*
URSUS-19-4100-2017-dd5,CA0194100,6/7/2017,0:05,LONG BEACH,LOS ANGELES,CA,90808,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,5,*
URSUS-19-4100-2017-e73,CA0194100,11/8/2017,23:00,LONG BEACH,LOS ANGELES,CA,90813,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4100-2017-e8b,CA0194100,1/22/2017,17:12,LONG BEACH,LOS ANGELES,CA,90810,FALSE,FALSE,FALSE,TRUE,pre_planned,,1,2,*
URSUS-19-4100-2017-ed4,CA0194100,7/12/2017,15:27,LONG BEACH,LOS ANGELES,CA,90813,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4100-2017-f87,CA0194100,7/29/2017,22:18,LONG BEACH,LOS ANGELES,CA,90814,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,*
URSUS-19-4200-2017-00c,CA0194200,11/15/2017,16:00,VAN NUYS,LOS ANGELES,CA,91405,FALSE,FALSE,FALSE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-020,CA0194200,2/9/2017,17:21,LOS ANGELES,LOS ANGELES,CA,90026,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-027,CA0194200,6/29/2017,10:00,EL SEGUNDO,LOS ANGELES,CA,90245,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,4,*
URSUS-19-4200-2017-08c,CA0194200,3/20/2017,3:15,VAN NUYS,LOS ANGELES,CA,91406,FALSE,FALSE,TRUE,TRUE,in_progress,,2,4,*
URSUS-19-4200-2017-09a,CA0194200,10/10/2017,18:13,LOS ANGELES,LOS ANGELES,CA,90044,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-0e4,CA0194200,2/12/2017,17:25,LOS ANGELES,LOS ANGELES,CA,90033,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,3,*
URSUS-19-4200-2017-168,CA0194200,11/30/2017,16:27,LOS ANGELES,LOS ANGELES,CA,91605,FALSE,FALSE,FALSE,FALSE,pre_planned,,1,2,*
URSUS-19-4200-2017-16b,CA0194200,3/7/2017,22:17,LOS ANGELES,LOS ANGELES,CA,90061,FALSE,FALSE,TRUE,TRUE,in_progress,,1,4,*
URSUS-19-4200-2017-1b6,CA0194200,5/26/2017,19:06,LOS ANGELES,LOS ANGELES,CA,91311,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-1c0,CA0194200,11/10/2017,12:30,LOS ANGELES,LOS ANGELES,CA,90047,FALSE,FALSE,TRUE,TRUE,in_progress,,1,5,*
URSUS-19-4200-2017-1db,CA0194200,12/31/2017,0:18,LOS ANGELES,LOS ANGELES,CA,90005,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-23a,CA0194200,3/8/2017,11:16,LOS ANGELES,LOS ANGELES,CA,90011,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,*
URSUS-19-4200-2017-24c,CA0194200,5/16/2017,21:45,LOS ANGELES,LOS ANGELES,CA,90043,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-2a6,CA0194200,12/23/2017,19:15,CANOGA PARK,LOS ANGELES,CA,91304,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,2,*
URSUS-19-4200-2017-2f7,CA0194200,7/15/2017,2:04,LOS ANGELES,LOS ANGELES,CA,91331,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-37d,CA0194200,3/5/2017,15:19,LOS ANGELES,LOS ANGELES,CA,90017,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,*
URSUS-19-4200-2017-37e,CA0194200,12/19/2017,23:15,NORTH HILLS,LOS ANGELES,CA,91343,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-3b0,CA0194200,9/1/2017,21:59,LOS ANGELES,LOS ANGELES,CA,90059,FALSE,FALSE,TRUE,TRUE,in_progress,,1,6,*
URSUS-19-4200-2017-3b2,CA0194200,11/19/2017,6:21,LOS ANGELES,LOS ANGELES,CA,91335,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,7,*
URSUS-19-4200-2017-3cc,CA0194200,12/29/2017,21:50,LOS ANGELES,LOS ANGELES,CA,90017,FALSE,FALSE,TRUE,TRUE,ambush,,1,2,*
URSUS-19-4200-2017-3f9,CA0194200,12/20/2017,1:00,LOS ANGELES,LOS ANGELES,CA,91343,FALSE,FALSE,TRUE,TRUE,consensual,,1,1,*
URSUS-19-4200-2017-3fc,CA0194200,12/4/2017,16:15,LOS ANGELES,LOS ANGELES,CA,90018,FALSE,FALSE,FALSE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-484,CA0194200,6/19/2017,23:12,LOS ANGELES,LOS ANGELES,CA,91423,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-4ab,CA0194200,5/8/2017,8:58,LOS ANGELES,LOS ANGELES,CA,91040,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,17,*
URSUS-19-4200-2017-4de,CA0194200,5/22/2017,21:06,LOS ANGELES,LOS ANGELES,CA,91402,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-4ed,CA0194200,8/22/2017,18:44,LOS ANGELES,LOS ANGELES,CA,91316,FALSE,FALSE,FALSE,TRUE,pre_planned,,1,1,*
URSUS-19-4200-2017-518,CA0194200,8/4/2017,20:50,LOS ANGELES,LOS ANGELES,CA,90291,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-522,CA0194200,3/6/2017,17:05,LOS ANGELES,LOS ANGELES,CA,90026,FALSE,FALSE,TRUE,FALSE,call_for_service,,1,4,*
URSUS-19-4200-2017-57e,CA0194200,3/25/2017,12:01,LOS ANGELES,LOS ANGELES,CA,90033,FALSE,FALSE,FALSE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-5ab,CA0194200,2/8/2017,15:45,LOS ANGELES,LOS ANGELES,CA,90017,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-678,CA0194200,1/10/2017,16:48,LOS ANGELES,LOS ANGELES,CA,90015,FALSE,FALSE,FALSE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-695,CA0194200,8/11/2017,17:05,LOS ANGELES,LOS ANGELES,CA,90004,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,4,*
URSUS-19-4200-2017-6ae,CA0194200,3/4/2017,12:22,LOS ANGELES,LOS ANGELES,CA,90015,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-6c5,CA0194200,7/4/2017,21:15,SAN PEDRO,LOS ANGELES,CA,90731,FALSE,FALSE,FALSE,TRUE,ambush,,1,2,*
URSUS-19-4200-2017-70a,CA0194200,5/25/2017,19:02,LOS ANGELES,LOS ANGELES,CA,90007,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,*
URSUS-19-4200-2017-747,CA0194200,1/17/2017,9:50,ANAHEIM,ORANGE,CA,92804,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-78d,CA0194200,3/24/2017,17:00,LOS ANGELES,LOS ANGELES,CA,91411,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-7d0,CA0194200,8/3/2017,18:15,LOS ANGELES,LOS ANGELES,CA,91324,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-89d,CA0194200,11/22/2017,14:55,LOS ANGELES,LOS ANGELES,CA,90011,TRUE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,*
URSUS-19-4200-2017-89f,CA0194200,1/22/2017,1:42,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-8bc,CA0194200,1/8/2017,21:45,LOS ANGELES,LOS ANGELES,CA,91405,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,6,*
URSUS-19-4200-2017-937,CA0194200,6/26/2017,3:48,LOS ANGELES,LOS ANGELES,CA,91324,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-93c,CA0194200,7/22/2017,19:00,LOS ANGELES,LOS ANGELES,CA,90016,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-976,CA0194200,12/5/2017,14:33,LOS ANGELES,LOS ANGELES,CA,90062,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-97f,CA0194200,4/21/2017,13:50,LOS ANGELES,LOS ANGELES,CA,91303,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,*
URSUS-19-4200-2017-9ae,CA0194200,9/8/2017,18:25,LOS ANGELES,LOS ANGELES,CA,91405,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-9be,CA0194200,1/9/2017,23:30,VAN NUYS,LOS ANGELES,CA,91403,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,6,*
URSUS-19-4200-2017-a28,CA0194200,11/9/2017,10:22,LOS ANGELES,LOS ANGELES,CA,90021,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-a73,CA0194200,12/30/2017,19:30,LOS ANGELES,LOS ANGELES,CA,91306,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,4,*
URSUS-19-4200-2017-aa9,CA0194200,6/6/2017,9:38,LOS ANGELES,LOS ANGELES,CA,90056,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-acc,CA0194200,4/3/2017,20:45,LOS ANGELES,LOS ANGELES,CA,90003,FALSE,FALSE,TRUE,TRUE,in_progress,,1,6,*
URSUS-19-4200-2017-af0,CA0194200,6/8/2017,15:16,LOS ANGELES,LOS ANGELES,CA,90032,FALSE,FALSE,TRUE,TRUE,consensual,,1,2,*
URSUS-19-4200-2017-b06,CA0194200,4/7/2017,12:00,LOS ANGELES,LOS ANGELES,CA,90014,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-b0c,CA0194200,11/7/2017,3:03,LOS ANGELES,LOS ANGELES,CA,91040,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-b5b,CA0194200,6/6/2017,21:00,LOS ANGELES,LOS ANGELES,CA,90744,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-b86,CA0194200,5/29/2017,1:42,LOS ANGELES,LOS ANGELES,CA,90065,FALSE,FALSE,FALSE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-b8a,CA0194200,1/23/2017,18:40,LOS ANGELES,LOS ANGELES,CA,91352,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-b8c,CA0194200,6/15/2017,18:50,LOS ANGELES,LOS ANGELES,CA,90011,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,13,*
URSUS-19-4200-2017-be4,CA0194200,8/6/2017,17:00,LOS ANGELES,LOS ANGELES,CA,90003,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,6,*
URSUS-19-4200-2017-bfe,CA0194200,10/29/2017,15:00,LOS ANGELES,LOS ANGELES,CA,90066,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-c47,CA0194200,4/5/2017,19:45,LOS ANGELES,LOS ANGELES,CA,90032,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,5,*
URSUS-19-4200-2017-c6d,CA0194200,5/13/2017,19:08,LOS ANGELES,LOS ANGELES,CA,90047,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-4200-2017-c8c,CA0194200,10/9/2017,22:55,LOS ANGELES,LOS ANGELES,CA,90001,TRUE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-4200-2017-cb0,CA0194200,1/30/2017,1:10,DOWNEY,LOS ANGELES,CA,90242,FALSE,FALSE,TRUE,FALSE,in_progress,,2,1,*
URSUS-19-4200-2017-d05,CA0194200,10/29/2017,3:20,LOS ANGELES,LOS ANGELES,CA,91606,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,6,*
URSUS-19-4200-2017-d09,CA0194200,1/10/2017,14:50,LOS ANGELES,LOS ANGELES,CA,90012,FALSE,FALSE,TRUE,TRUE,in_progress,,1,3,*
URSUS-19-4200-2017-d10,CA0194200,1/27/2017,19:27,LOS ANGELES,LOS ANGELES,CA,90044,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-d31,CA0194200,6/7/2017,11:15,LOS ANGELES,LOS ANGELES,CA,91331,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-d66,CA0194200,7/14/2017,21:35,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-d86,CA0194200,1/25/2017,21:00,LOS ANGELES,LOS ANGELES,CA,90032,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,*
URSUS-19-4200-2017-d88,CA0194200,7/27/2017,11:15,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,*
URSUS-19-4200-2017-db6,CA0194200,8/10/2017,5:05,LOS ANGELES,LOS ANGELES,CA,90272,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-dcd,CA0194200,2/15/2017,19:55,LOS ANGELES,LOS ANGELES,CA,90015,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,*
URSUS-19-4200-2017-dea,CA0194200,6/22/2017,23:45,LOS ANGELES,LOS ANGELES,CA,90046,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,12,*
URSUS-19-4200-2017-e07,CA0194200,3/6/2017,20:58,LOS ANGELES,LOS ANGELES,CA,90063,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,*
URSUS-19-4200-2017-e12,CA0194200,7/17/2017,8:47,LOS ANGELES,LOS ANGELES,CA,90057,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,3,*
URSUS-19-4200-2017-e6c,CA0194200,4/22/2017,6:37,LOS ANGELES,LOS ANGELES,CA,91343,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,*
URSUS-19-4200-2017-e79,CA0194200,10/21/2017,20:55,LOS ANGELES,LOS ANGELES,CA,91344,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-e98,CA0194200,2/15/2017,9:55,LOS ANGELES,LOS ANGELES,CA,90016,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-eb0,CA0194200,6/28/2017,19:08,LOS ANGELES,LOS ANGELES,CA,90017,FALSE,FALSE,FALSE,TRUE,in_progress,,1,9,*
URSUS-19-4200-2017-eb2,CA0194200,9/25/2017,18:32,LOS ANGELES,LOS ANGELES,CA,90744,FALSE,FALSE,TRUE,TRUE,in_progress,,1,3,*
URSUS-19-4200-2017-eb3,CA0194200,8/21/2017,17:09,LOS ANGELES,LOS ANGELES,CA,90044,FALSE,FALSE,TRUE,TRUE,in_progress,,1,5,*
URSUS-19-4200-2017-ef1,CA0194200,1/16/2017,12:30,LOS ANGELES,LOS ANGELES,CA,90006,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2017-f34,CA0194200,4/9/2017,22:37,LOS ANGELES,LOS ANGELES,CA,90007,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,9,*
URSUS-19-4200-2017-f81,CA0194200,5/13/2017,21:55,LOS ANGELES,LOS ANGELES,CA,91604,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,*
URSUS-19-4200-2017-fb4,CA0194200,2/21/2017,14:30,ANAHEIM,ORANGE,CA,92802,FALSE,FALSE,TRUE,TRUE,consensual,,2,1,*
URSUS-19-4200-2018-25b,CA0194200,1/17/2017,3:10,LOS ANGELES,LOS ANGELES,CA,90042,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-4200-2018-d5f,CA0194200,1/31/2017,13:55,LOS ANGELES,LOS ANGELES,CA,90028,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,*
URSUS-19-4400-2017-507,CA0194400,5/6/2017,12:00,MANHATTAN BEACH,LOS ANGELES,CA,90266,TRUE,FALSE,TRUE,TRUE,call_for_service,,1,3,*
URSUS-19-4700-2017-1dc,CA0194700,6/6/2017,16:05,MONTEBELLO,LOS ANGELES,CA,90640,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,1,*
URSUS-19-4700-2017-cc3,CA0194700,8/18/2017,14:23,MONTEBELLO,LOS ANGELES,CA,90640,FALSE,FALSE,FALSE,TRUE,pre_planned,,1,3,*
URSUS-19-5300-2017-28e,CA0195300,10/6/2017,13:02,DUARTE,LOS ANGELES,CA,91010,FALSE,FALSE,FALSE,TRUE,pre_planned,,,2,URSUS-19-2500-2017-e97
URSUS-19-5300-2017-470,CA0195300,1/29/2017,12:45,PASADENA,LOS ANGELES,CA,91104,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-5300-2017-58e,CA0195300,11/9/2017,19:49,ALTADENA,LOS ANGELES,CA,91001,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,2,*
URSUS-19-5500-2017-42d,CA0195500,3/2/2017,0:54,POMONA,LOS ANGELES,CA,91766,FALSE,FALSE,TRUE,FALSE,call_for_service,,1,1,*
URSUS-19-5500-2017-ce9,CA0195500,1/4/2017,19:00,POMONA,LOS ANGELES,CA,91767,FALSE,FALSE,FALSE,TRUE,in_progress,,1,3,*
URSUS-19-6100-2017-5c6,CA0196100,10/8/2017,11:02,SAN FERNANDO,LOS ANGELES,CA,91340,FALSE,FALSE,FALSE,TRUE,in_progress,,1,4,*
URSUS-19-6100-2017-ce9,CA0196100,7/12/2017,17:32,PACOIMA,LOS ANGELES,CA,91331,FALSE,FALSE,TRUE,TRUE,in_progress,,1,2,*
URSUS-19-6500-2017-0f8,CA0196500,8/5/2017,18:30,SANTA MONICA,LOS ANGELES,CA,90405,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-19-6900-2017-254,CA0196900,11/27/2017,22:58,PARAMOUNT,LOS ANGELES,CA,90723,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,4,*
URSUS-19-6900-2017-d02,CA0196900,5/15/2017,12:36,LONG BEACH,LOS ANGELES,CA,90805,FALSE,FALSE,FALSE,TRUE,in_progress,,1,1,*
URSUS-19-6900-2017-e7e,CA0196900,12/28/2017,16:11,SOUTH GATE,LOS ANGELES,CA,90280,TRUE,FALSE,FALSE,TRUE,vehicle_bike_pedestrian,,1,2,*
URSUS-19-6900-2017-fa4,CA0196900,6/20/2017,7:48,HUNTINGTON PARK,LOS ANGELES,CA,90255,FALSE,FALSE,FALSE,TRUE,vehicle_bike_pedestrian,,1,3,*
URSUS-19-7200-2017-c68,CA0197200,10/14/2017,2:13,TORRANCE,LOS ANGELES,CA,90505,FALSE,FALSE,FALSE,TRUE,in_progress,,1,5,*
URSUS-19-7500-2017-716,CA0197500,4/25/2017,9:43,WEST COVINA,LOS ANGELES,CA,91791,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,3,*
URSUS-19-7500-2017-833,CA0197500,12/15/2017,13:40,WEST COVINA,LOS ANGELES,CA,91790,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
URSUS-19-7500-2017-95a,CA0197500,2/25/2017,15:20,WALNUT,LOS ANGELES,CA,91789,FALSE,FALSE,FALSE,TRUE,vehicle_bike_pedestrian,,1,2,*
URSUS-19-7500-2017-d26,CA0197500,10/20/2017,17:07,WEST COVINA,LOS ANGELES,CA,91790,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,6,*
URSUS-19-7600-2017-211,CA0197600,2/20/2017,8:15,WHITTIER,LOS ANGELES,CA,90605,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,*
URSUS-19-7600-2017-f14,CA0197600,5/4/2017,1:54,WHITTIER,LOS ANGELES,CA,90602,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,3,*
URSUS-20-0100-2017-e54,CA0200100,7/27/2017,23:02,CHOWCHILLA,MADERA,CA,93610,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,4,*
URSUS-21-1700-2017-664,CA0211700,12/19/2017,19:30,CORTE MADERA,MARIN,CA,92201,FALSE,FALSE,TRUE,TRUE,welfare_check,,1,2,*
URSUS-22-0000-2017-fe4,CA0220000,6/11/2017,15:35,MARIPOSA,MARIPOSA,CA,95338,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,3,*
URSUS-23-0000-2017-0c8,CA0230000,12/21/2017,20:00,UKIAH,MENDOCINO,CA,95482,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,*
URSUS-23-0300-2017-87c,CA0230300,4/15/2017,15:21,UKIAH,MENDOCINO,CA,95482,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,*
URSUS-24-0000-2017-8d6,CA0240000,3/9/2017,20:14,DENAIR,STANISLAUS,CA,95316,FALSE,FALSE,TRUE,TRUE,call_for_service,,,3,URSUS-24-0600-2017-3cf
URSUS-24-0000-2017-e00,CA0240000,4/23/2017,4:00,MERCED,MERCED,CA,95340,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-24-0500-2017-03b,CA0240500,7/31/2017,6:18,LOS BANOS,MERCED,CA,93635,FALSE,FALSE,FALSE,FALSE,call_for_service,,1,2,*
URSUS-24-0600-2017-3cf,CA0240600,3/9/2017,20:39,MERCED,MERCED,CA,95343,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,2,*
URSUS-24-0600-2017-720,CA0240600,9/21/2017,13:28,MERCED,MERCED,CA,95348,FALSE,FALSE,TRUE,TRUE,vehicle_bike_pedestrian,,1,1,*
URSUS-24-0600-2017-f8d,CA0240600,2/10/2017,14:06,MERCED,MERCED,CA,95340,FALSE,FALSE,TRUE,TRUE,civil_disorder,,1,1,*
URSUS-27-0000-2017-426,CA0270000,12/11/2017,17:46,BIG SUR,MONTEREY,CA,93920,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-27-0600-2017-058,CA0270600,12/17/2017,21:06,MONTEREY,MONTEREY,CA,93940,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,3,*
URSUS-27-0800-2017-293,CA0270800,1/18/2017,1:34,SALINAS,MONTEREY,CA,93905,FALSE,FALSE,FALSE,TRUE,in_progress,,1,2,*
URSUS-27-0800-2017-b83,CA0270800,6/13/2017,15:50,SALINAS,MONTEREY,CA,93906,TRUE,FALSE,TRUE,TRUE,in_progress,,1,3,*
URSUS-28-0000-2017-551,CA0280000,4/4/2017,13:54,NAPA,NAPA,CA,94558,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,*
URSUS-28-0200-2017-639,CA0280200,3/13/2017,18:27,NAPA,NAPA,CA,94559,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,2,*
URSUS-28-0200-2017-f89,CA0280200,4/4/2017,13:54,NAPA,NAPA,CA,94558,FALSE,FALSE,FALSE,TRUE,call_for_service,,1,12,*
URSUS-30-0000-2017-1c5,CA0300000,7/23/2017,11:15,DANA POINT,ORANGE,CA,92629,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-30-0000-2017-20d,CA0300000,3/29/2017,18:45,LAGUNA NIGUEL,ORANGE,CA,92677,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-30-0000-2017-5bd,CA0300000,10/12/2017,9:20,LAKE FOREST,ORANGE,CA,92610,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,2,*
URSUS-30-0000-2017-9c7,CA0300000,3/29/2017,14:40,STANTON,ORANGE,CA,90680,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,2,*
URSUS-30-0000-2017-dab,CA0300000,3/27/2017,0:40,SANTA ANA,ORANGE,CA,92703,FALSE,FALSE,FALSE,FALSE,in_custody_event,booked_awaiting_trial,1,6,*
URSUS-30-0100-2017-91a,CA0300100,11/25/2017,13:57,ANAHEIM,ORANGE,CA,92805,FALSE,FALSE,TRUE,TRUE,call_for_service,,1,1,*
URSUS-30-0100-2017-fe6,CA0300100,1/19/2017,0:06,SAN DIEGO,SAN DIEGO,CA,92110,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,1,*
URSUS-30-013G-2017-563,CA030013G,9/2/2017,19:39,ORANGEVALE,ORANGE,CA,92868,FALSE,FALSE,TRUE,TRUE,in_custody_event,booked_no_charge,1,2,*
URSUS-30-013G-2017-fe6,CA030013G,3/20/2017,11:00,ANAHEIM,ORANGE,CA,92805,FALSE,FALSE,TRUE,TRUE,pre_planned,,1,2,*
URSUS-30-0200-2017-889,CA0300200,10/5/2017,14:05,ANAHEIM,ORANGE,CA,92802,FALSE,FALSE,TRUE,TRUE,in_progress,,1,1,*
